Actor,Target,Time
32,3,976
32,10,979
32,46,995
32,16,998
32,43,1031
32,26,1067
32,43,1097
32,4,1100
32,43,1115
32,18,1147
32,4,1176
32,26,1179
32,20,1191
32,43,1212
32,51,1219
32,52,1238
32,24,1260
32,53,1286
32,27,1345
32,10,1435
32,51,1438
27,31,60
27,21,225
27,24,570
27,30,600
27,26,607
27,23,652
27,26,658
27,23,688
27,23,714
27,31,876
27,21,925
27,13,1048
27,30,1074
27,3,1178
27,32,1181
27,26,1298
27,17,1337
27,35,1367
27,35,1374
54,31,58
54,27,261
54,36,414
54,32,597
54,22,1331
16,31,10
16,34,93
16,31,350
16,31,375
16,31,796
16,21,813
16,21,825
16,21,860
16,52,987
16,43,1048
16,54,1085
16,27,1118
16,20,1151
16,3,1169
16,32,1190
16,17,1210
16,7,1234
16,4,1301
16,27,1369
16,32,1376
16,25,1381
16,5,1438
24,31,247
24,34,267
24,36,277
24,34,283
24,36,388
24,32,560
24,27,568
24,21,590
24,21,608
24,36,629
24,51,640
24,35,648
24,34,660
24,26,703
24,21,709
24,36,778
24,32,834
24,26,1081
24,26,1088
24,26,1109
24,43,1157
24,22,1321
24,32,1431
53,55,1031
53,56,1050
53,52,1195
53,52,1199
53,56,1236
53,55,1240
53,52,1253
53,32,1288
53,52,1297
53,57,1316
53,7,1350
58,45,12
58,56,40
58,59,92
58,45,140
58,51,154
58,60,158
58,61,180
58,45,261
58,52,291
58,62,335
58,5,378
58,60,416
58,60,1020
58,45,1034
58,63,1047
58,64,1119
58,63,1211
58,64,1262
58,45,1281
58,45,1300
58,45,1355
58,45,1378
45,62,3
45,58,15
45,62,19
45,31,32
45,36,34
45,35,38
45,52,44
45,5,69
45,5,103
45,63,212
45,35,219
45,63,233
45,61,267
45,61,330
45,35,360
45,63,333
45,60,372
45,51,429
45,5,437
45,63,508
45,59,566
45,4,607
45,63,618
45,60,676
45,36,693
45,63,824
45,4,863
45,42,870
45,63,890
45,35,917
45,21,990
45,63,1004
45,63,1088
45,63,1120
45,58,1163
45,58,1211
45,63,1227
45,46,1250
45,63,1265
45,58,1290
45,58,1317
45,44,1333
45,58,1375
45,63,1385
45,4,1413
62,36,5
62,36,23
62,52,27
62,52,41
62,45,45
62,35,54
62,63,59
62,63,73
62,52,134
62,63,170
62,36,190
62,36,210
62,63,223
62,63,300
62,4,340
62,7,440
62,60,451
62,52,458
62,60,480
62,60,600
62,10,1080
65,31,11
65,31,28
65,16,34
65,58,41
65,16,58
65,27,82
65,56,258
65,36,333
65,31,352
65,36,356
65,24,382
65,32,405
65,27,411
65,54,420
65,24,431
65,21,459
65,56,464
65,24,546
65,21,577
65,24,622
65,24,637
65,16,650
65,24,773
65,35,792
65,16,809
65,21,833
65,32,841
65,5,873
65,35,885
65,46,904
65,46,919
65,20,970
65,66,1000
65,4,1081
65,3,1156
65,18,1160
65,67,1298
65,46,1314
65,34,1320
65,45,1331
65,32,1353
65,44,1360
31,59,5
31,65,14
31,59,19
31,45,28
31,65,35
31,27,59
31,42,79
31,63,93
31,35,94
31,63,105
31,24,144
31,51,153
31,13,190
31,34,210
31,24,247
31,16,350
31,59,369
31,32,414
31,32,781
31,16,793
31,32,804
31,32,823
31,16,829
31,27,849
31,26,861
31,26,875
31,32,880
31,65,890
31,5,897
31,3,913
31,35,920
31,65,935
31,46,948
31,34,960
31,20,962
31,68,967
31,16,974
31,32,980
31,26,983
31,16,985
31,16,989
31,45,992
31,10,1000
31,10,1240
31,10,1280
31,35,1304
31,10,1306
59,36,1
59,31,14
59,65,25
59,31,39
59,36,47
59,45,95
59,36,97
59,36,265
59,36,270
59,31,369
59,36,378
59,5,521
59,5,528
59,52,533
59,52,543
59,35,557
59,63,563
59,4,570
59,36,572
59,36,580
59,62,584
59,52,590
59,36,595
59,52,601
59,52,617
36,59,4
36,62,6
36,31,11
36,59,15
36,31,20
36,45,23
36,45,34
36,58,41
36,59,47
36,62,64
36,52,66
36,59,74
36,59,80
36,35,90
36,63,174
36,63,185
36,62,190
36,59,267
36,63,280
36,63,348
36,35,360
36,62,375
36,59,379
36,58,390
36,24,401
36,42,413
36,69,424
36,4,425
36,70,434
36,64,437
36,52,443
36,5,462
36,5,468
36,71,474
36,60,567
36,59,572
36,59,587
36,59,596
36,59,607
36,59,619
36,63,692
36,63,699
36,63,805
36,63,827
36,45,844
36,63,853
36,49,868
36,63,877
36,63,889
36,45,904
36,60,911
36,63,926
36,60,940
36,52,1017
36,57,1034
36,52,1060
36,52,1072
36,60,1081
36,60,1120
36,60,1148
36,35,1167
36,58,1233
36,58,1290
36,53,1316
36,57,1350
36,52,1375
52,62,28
52,45,44
52,57,53
52,62,127
52,57,134
52,62,154
52,58,283
52,57,294
52,57,360
52,5,361
52,57,372
52,57,405
52,57,448
52,49,466
52,36,497
52,60,502
52,5,509
52,5,518
52,59,530
52,59,586
52,59,603
52,59,617
52,60,861
52,62,873
52,60,897
52,62,920
52,49,993
52,57,1033
52,57,1044
52,36,1063
52,36,1074
52,62,1127
52,53,1197
52,62,1208
52,53,1211
52,60,1220
52,32,1274
52,64,1295
52,36,1309
52,58,1374
57,52,448
57,52,1044
35,63,13
35,52,29
35,65,37
35,45,40
35,42,56
35,63,66
35,31,79
35,42,110
35,42,223
35,42,411
35,59,557
35,42,580
35,42,585
35,34,737
35,36,797
35,34,818
35,26,821
35,36,854
35,66,869
35,42,878
35,45,918
35,31,924
35,45,951
35,45,960
35,46,1031
35,63,1140
35,49,1147
35,60,1152
35,62,1184
35,45,1197
35,64,1204
35,60,1242
35,62,1261
35,64,1285
35,59,1340
35,27,1366
35,27,1373
35,51,1438
63,42,0
63,35,7
63,42,18
63,42,38
63,42,50
63,31,102
63,62,170
63,36,186
63,45,191
63,45,216
63,45,229
63,62,304
63,36,351
63,58,358
63,69,412
63,36,453
63,69,464
63,5,473
63,45,523
63,42,526
63,3,567
63,5,672
63,45,688
63,36,702
63,45,727
63,60,803
63,36,807
63,36,854
63,60,860
63,36,881
63,45,882
63,42,900
63,45,914
63,36,928
63,60,980
63,45,997
63,45,1076
63,45,1110
63,60,1179
63,58,1211
63,45,1230
63,45,1258
63,45,1315
63,45,1383
42,63,0
42,63,24
42,63,35
42,35,517
42,35,578
42,35,580
42,35,715
42,71,722
42,46,826
42,45,868
42,45,870
42,10,910
42,10,965
42,69,1013
42,4,1081
42,4,1104
42,64,1122
42,72,1154
42,72,1264
42,73,1266
42,73,1305
42,74,1314
42,75,1324
42,74,1327
42,69,1364
51,31,151
51,58,155
51,42,168
51,60,230
51,60,264
51,45,374
51,45,430
51,35,505
51,63,528
51,5,546
51,59,558
51,36,575
51,36,596
51,5,622
51,36,631
51,5,634
51,5,646
51,60,831
51,60,841
51,32,860
51,49,990
51,20,1183
51,20,1190
51,20,1200
51,13,1201
51,32,1219
51,20,1233
51,26,1400
51,26,1425
13,21,35
13,31,190
13,31,192
13,34,875
13,43,908
13,17,960
13,21,975
13,21,980
13,19,1008
13,12,1015
13,17,1024
13,26,1026
13,22,1033
13,27,1040
13,27,1047
13,27,1052
13,23,1055
13,22,1060
13,26,1066
13,20,1074
13,26,1077
13,20,1086
13,7,1092
13,21,1095
13,19,1113
13,8,1118
13,21,1125
13,76,1158
13,77,1167
13,18,1170
13,51,1200
13,20,1213
13,66,1225
13,60,1231
13,36,1232
13,73,1241
13,78,1249
13,79,1267
13,79,1339
13,74,1365
13,18,1411
13,18,1434
13,80,1435
70,49,40
70,49,68
70,49,99
70,49,251
70,75,312
70,75,477
70,69,601
70,69,813
70,75,1239
70,75,1245
70,75,1327
70,75,1360
70,42,1362
70,69,1377
70,13,1393
70,79,1407
75,70,44
75,70,102
75,70,333
75,49,954
75,72,998
75,64,1042
75,78,1120
75,70,1230
75,70,1245
75,70,1248
75,42,1367
49,70,5
49,70,83
49,70,147
49,70,248
49,70,389
49,70,638
49,70,720
49,70,773
49,70,854
49,70,905
49,69,954
49,42,967
49,45,979
49,35,981
49,52,995
49,56,1011
49,55,1015
49,47,1024
49,48,1027
49,13,1156
49,13,1333
49,13,1438
69,63,415
69,36,436
69,63,448
69,63,464
69,64,480
69,52,491
69,59,572
69,70,578
69,70,587
69,70,960
69,64,1082
69,64,1088
69,64,1103
69,42,1164
69,42,1170
69,42,1290
69,72,1304
69,60,1310
69,42,1317
69,70,1335
69,42,1365
69,70,1370
69,70,1386
69,63,1410
69,45,1418
5,45,68
5,45,71
5,45,87
5,45,97
5,45,109
5,45,154
5,69,212
5,69,227
5,69,270
5,45,349
5,52,359
5,63,369
5,45,374
5,60,422
5,60,428
5,45,437
5,62,451
5,52,455
5,60,461
5,60,467
5,60,484
5,62,500
5,59,522
5,62,534
5,45,541
5,35,545
5,36,548
5,51,622
5,51,632
5,35,651
5,35,660
5,63,671
5,63,737
5,51,740
5,36,741
5,60,845
5,10,937
5,43,1066
5,52,1149
5,62,1167
5,81,1187
5,63,1200
5,20,1204
5,32,1220
5,44,1240
5,32,1246
5,81,1255
5,14,1274
5,12,1284
5,41,1296
5,39,1300
5,82,1315
5,39,1346
5,39,1370
5,41,1374
5,11,1377
5,11,1382
5,11,1391
5,7,1407
5,23,1413
5,13,1422
5,23,1432
5,60,1438
61,58,140
61,60,144
61,58,156
61,45,170
61,3,200
61,3,243
61,36,426
61,3,530
61,69,553
61,3,584
61,45,595
61,45,609
61,45,624
61,69,676
61,45,865
61,75,912
61,81,963
61,73,1072
61,42,1082
61,42,1097
61,42,1105
61,13,1242
61,72,1290
3,73,206
3,63,568
3,73,623
3,63,630
3,42,724
3,66,873
3,10,912
3,43,927
3,43,945
3,26,954
3,21,975
3,13,997
3,32,1025
3,20,1032
3,20,1034
3,20,1070
3,17,1113
3,19,1123
3,81,1145
3,18,1153
3,32,1158
3,4,1162
3,60,1176
3,23,1182
3,22,1186
3,12,1210
3,1,1213
3,2,1238
3,12,1242
3,8,1248
3,12,1258
3,8,1275
3,8,1286
3,12,1294
3,8,1309
3,12,1332
3,8,1354
3,9,1358
64,72,913
64,75,914
64,81,979
64,72,990
64,42,995
64,81,1000
64,81,1008
64,72,1013
64,72,1016
64,69,1022
64,72,1040
64,74,1042
64,72,1046
64,80,1049
64,73,1077
64,69,1080
64,69,1086
64,63,1089
64,63,1094
64,45,1106
64,63,1109
64,58,1118
64,42,1122
64,70,1157
64,70,1167
64,35,1200
64,63,1206
64,35,1226
64,35,1235
64,60,1240
64,45,1261
64,58,1272
64,52,1287
64,22,1373
72,66,897
72,64,913
72,78,934
72,75,949
72,78,989
72,75,991
72,64,998
72,81,1000
72,64,1013
72,78,1029
72,81,1033
72,81,1044
72,66,1051
72,28,1063
72,67,1068
72,28,1110
72,83,1123
72,81,1137
72,81,1148
72,42,1095
72,42,1170
72,69,1301
72,60,1388
72,35,1396
72,70,1406
80,78,985
80,78,1054
80,79,1269
80,79,1280
80,79,1324
80,79,1345
80,78,1412
78,28,999
78,74,1026
78,28,1030
78,74,1034
78,74,1039
78,74,1046
78,72,1050
78,66,1057
78,67,1064
78,73,1075
78,80,1109
78,75,1114
78,75,1224
78,74,1231
78,74,1250
78,13,1258
78,79,1267
78,79,1275
78,13,1298
78,79,1342
78,74,1360
78,80,1419
78,18,1432
81,73,931
81,73,945
81,42,966
81,64,989
81,64,992
81,72,1000
81,74,1004
81,66,1010
81,66,1025
81,46,1098
81,46,1105
81,65,1154
81,45,1160
81,32,1165
81,4,1175
81,34,1197
81,20,1308
74,84,1019
74,83,1027
74,78,1033
74,78,1040
74,83,1057
74,83,1062
74,78,1080
74,83,1114
74,78,1229
74,78,1250
74,21,1256
74,42,1312
74,42,1328
74,79,1362
74,79,1370
74,73,1401
74,83,1412
74,18,1417
74,85,1426
74,73,1438
28,78,993
28,80,1030
28,67,1041
28,67,1053
28,72,1070
28,83,1078
28,83,1081
28,67,1104
28,79,1206
28,67,1210
28,86,1213
28,86,1222
28,18,1230
28,25,1238
28,25,1265
28,25,1279
28,86,1342
28,77,1357
67,28,1034
67,28,1041
67,78,1045
67,83,1050
67,83,1054
67,28,1057
67,18,1085
67,75,1106
67,85,1164
67,65,1295
67,73,1304
67,28,1307
67,25,1318
67,28,1324
67,18,1341
67,18,1351
67,83,1417
67,83,1435
83,28,1046
83,84,1052
83,67,1057
83,74,1062
83,84,1070
83,28,1079
83,13,1262
83,18,1359
83,18,1368
83,79,1392
83,74,1418
83,74,1425
84,73,1032
84,66,1064
84,66,1252
84,66,1262
84,73,1278
84,66,1290
84,25,1308
84,85,1393
84,66,1415
73,84,942
73,84,952
73,66,1065
73,4,1070
73,42,1072
73,66,1106
73,66,1201
73,84,1216
73,72,1240
73,72,1306
73,13,1315
18,84,1085
18,67,1095
18,73,1121
18,46,1130
18,32,1148
18,3,1151
18,3,1154
18,34,1159
18,13,1170
18,85,1200
18,86,1215
18,28,1228
18,75,1303
18,67,1343
18,67,1351
18,83,1360
18,78,1402
18,74,1406
18,85,1425
18,78,1434
60,58,155
60,58,170
60,45,192
60,51,260
60,45,366
60,45,372
60,5,395
60,5,407
60,62,414
60,58,420
60,36,566
60,57,1010
60,58,1031
60,62,1055
60,62,1063
60,57,1116
60,63,1136
60,63,1149
60,69,1152
60,64,1160
60,63,1180
60,63,1210
60,45,1225
60,67,1226
60,67,1230
60,67,1228
60,64,1254
60,70,1262
60,69,1308
60,36,1353
60,69,1380
60,72,1388
60,63,1393
60,69,1395
60,69,1409
46,43,734
46,42,826
46,3,845
46,66,882
46,4,931
46,36,942
46,3,947
46,35,970
46,43,1002
46,43,1018
46,4,1026
46,35,1032
46,36,1095
46,81,1098
46,35,1114
46,18,1132
46,4,1183
46,66,1197
46,73,1198
46,4,1244
46,36,1274
46,36,1310
46,34,1411
43,71,696
43,46,734
43,20,738
43,33,833
43,77,841
43,33,870
43,19,884
43,34,895
43,10,914
43,31,950
43,46,994
43,46,1005
43,18,1018
43,32,1026
43,32,1031
43,5,1039
43,5,1050
43,10,1063
43,32,1079
43,26,1081
43,24,1084
43,26,1091
43,51,1110
43,24,1173
43,26,1234
43,54,1262
43,47,1342
43,25,1410
71,42,716
71,3,760
71,35,783
71,35,789
71,35,808
71,26,809
71,3,818
71,36,829
71,51,831
71,63,857
71,52,862
71,36,922
71,10,939
71,43,1022
71,18,1054
71,43,1114
71,51,1120
71,62,1150
71,62,1165
20,85,945
20,85,980
20,4,990
20,85,1000
20,77,1005
20,87,1014
20,19,1027
20,3,1037
20,19,1063
20,17,1069
20,13,1074
20,26,1077
20,4,1079
20,32,1084
20,18,1090
20,26,1159
20,5,1172
20,53,1178
20,18,1184
20,32,1191
20,5,1203
20,18,1206
20,13,1215
20,26,1256
20,34,1283
20,32,1286
20,81,1306
20,19,1321
20,77,1348
20,77,1355
85,20,944
85,33,974
85,20,982
85,33,1137
85,67,1197
85,21,1201
85,67,1206
85,33,1216
85,33,1330
85,25,1334
86,67,1102
86,67,1108
86,17,1156
86,25,1179
86,67,1207
86,67,1219
86,17,1222
86,17,1226
86,66,1236
86,66,1250
86,66,1305
86,66,1325
86,67,1360
79,25,941
79,25,954
79,25,1037
79,25,1070
79,88,1074
79,77,1078
79,25,1085
79,82,1110
79,25,1138
79,17,1205
79,74,1263
79,78,1266
79,75,1273
79,80,1295
79,80,1338
79,83,1353
79,74,1363
79,74,1368
79,78,1372
79,83,1387
79,72,1402
79,69,1408
79,78,1410
79,69,1414
79,75,1426
79,80,1433
4,77,940
4,20,942
4,77,954
4,20,1000
4,34,1015
4,43,1022
4,46,1026
4,3,1041
4,32,1070
4,20,1078
4,20,1084
4,32,1099
4,46,1102
4,46,1109
4,43,1111
4,32,1176
4,16,1184
4,26,1207
4,77,1312
4,6,1315
4,1,1321
4,6,1356
4,23,1372
4,29,1390
4,23,1405
4,5,1415
4,6,1430
4,5,1437
87,77,903
87,4,909
87,77,916
87,89,937
87,77,947
87,31,969
87,13,1192
87,20,1339
87,20,1345
87,20,1435
87,77,1438
77,68,840
77,29,916
77,29,932
77,89,946
77,4,951
77,4,956
77,4,960
77,89,1186
77,86,1210
77,4,1232
77,4,1302
77,85,1311
77,89,1404
77,20,1409
77,20,1430
77,87,1438
33,43,763
33,43,813
33,43,835
33,43,870
33,31,958
33,31,970
33,20,1022
33,20,1030
33,36,1044
33,85,1218
33,85,1248
33,85,1280
33,77,1304
33,25,1347
33,19,1398
33,19,1412
19,66,856
19,14,870
19,17,884
19,37,1041
19,21,1046
19,37,1059
19,20,1062
19,20,1071
19,17,1074
19,17,1079
19,3,1122
19,32,1272
19,32,1278
19,87,1312
19,20,1334
19,20,1345
19,20,1403
19,33,1422
17,19,869
17,19,885
17,13,963
17,13,969
17,21,976
17,32,986
17,12,999
17,13,1023
17,7,1040
17,20,1061
17,20,1068
17,19,1075
17,19,1080
17,14,1214
17,16,1222
17,14,1241
17,81,1260
17,81,1280
17,32,1287
17,26,1318
17,27,1334
17,34,1415
17,32,1438
14,44,815
14,19,871
14,19,1207
14,17,1212
14,17,1218
14,81,1230
14,81,1266
14,7,1309
14,77,1434
37,66,822
37,14,862
37,11,877
37,11,887
37,11,926
37,19,1000
37,13,1018
37,19,1058
37,14,1076
37,89,1089
37,89,1100
37,38,1112
37,11,1128
37,38,1183
37,11,1240
37,11,1271
37,11,1333
37,11,1435
11,17,824
11,37,848
11,37,889
11,12,1073
11,12,1089
11,12,1097
11,38,1174
11,9,1181
11,37,1217
11,5,1298
11,88,1326
11,37,1336
25,28,927
25,79,940
25,79,954
25,82,968
25,79,1006
25,79,1070
25,79,1090
25,88,1206
25,82,1215
25,88,1227
25,28,1239
25,18,1241
25,28,1279
25,86,1282
25,66,1294
25,18,1302
25,84,1308
25,73,1322
25,85,1334
25,34,1353
25,35,1372
25,26,1395
25,43,1409
25,54,1430
25,43,1435
82,28,875
82,28,905
82,25,975
82,89,1040
82,88,1081
82,25,1219
82,89,1242
82,89,1326
89,82,863
89,88,871
89,28,880
89,28,886
89,25,985
89,88,1005
89,25,1018
89,28,1045
89,76,1068
89,39,1091
89,41,1100
89,39,1102
89,37,1119
89,13,1125
89,76,1146
89,88,1149
89,13,1183
89,77,1193
89,88,1240
89,82,1241
89,25,1279
89,28,1309
89,82,1363
40,87,941
40,76,975
40,88,999
40,88,1062
40,87,1132
40,89,1138
40,87,1156
40,76,1265
40,88,1374
40,77,1388
88,89,870
88,28,881
88,25,934
88,25,986
88,40,1001
88,89,1006
88,82,1053
88,40,1063
88,89,1197
88,40,1264
88,76,1288
88,11,1323
88,11,1326
88,40,1381
88,68,1425
76,88,846
76,40,856
76,89,949
76,40,965
76,88,977
76,38,1009
76,39,1018
76,89,1069
76,77,1088
76,89,1147
76,13,1157
76,89,1169
76,39,1224
76,38,1229
76,87,1250
76,38,1334
76,39,1349
76,40,1378
38,28,801
38,10,820
38,41,848
38,10,859
38,39,883
38,41,886
38,39,1008
38,28,1038
38,35,1079
38,8,1102
38,37,1118
38,11,1158
38,87,1173
38,35,1192
38,87,1207
38,76,1229
38,39,1238
38,39,1266
38,88,1270
38,82,1304
38,76,1326
38,82,1423
10,68,772
10,38,781
10,28,797
10,39,804
10,39,811
10,76,821
10,41,824
10,39,830
10,38,845
10,41,851
10,39,856
10,41,865
10,44,869
10,41,872
10,6,885
10,1,893
10,23,896
10,31,906
10,3,910
10,58,934
10,62,945
10,62,1170
10,36,1366
10,62,1401
39,68,797
39,10,809
39,68,811
39,10,813
39,38,882
39,38,1002
39,76,1016
39,89,1101
39,89,1109
39,41,1125
39,13,1150
39,76,1196
39,38,1269
39,5,1301
39,5,1347
39,38,1352
44,66,803
44,66,807
44,39,808
44,28,844
44,68,848
44,41,868
44,14,873
44,68,1001
44,68,1060
44,14,1095
44,34,1216
44,34,1224
44,81,1232
44,32,1235
44,5,1237
44,45,1248
44,46,1259
44,45,1266
44,20,1270
44,64,1276
44,35,1279
44,36,1288
44,53,1311
44,36,1320
44,62,1329
44,62,1333
44,10,1350
44,62,1360
44,10,1380
44,62,1410
44,62,1417
66,68,786
66,68,792
66,39,795
66,39,800
66,44,804
66,37,812
66,28,822
66,39,843
66,41,845
66,10,846
66,10,850
66,40,851
66,18,856
66,35,863
66,3,866
66,42,869
66,3,876
66,46,881
66,75,891
66,4,910
66,65,997
66,73,1025
66,74,1038
66,72,1048
66,74,1056
66,84,1067
66,73,1197
66,67,1221
66,86,1227
66,67,1236
66,84,1265
66,86,1291
66,84,1294
66,67,1299
66,86,1305
68,28,773
68,66,789
68,10,798
68,28,801
68,41,802
68,10,811
68,77,838
68,40,860
68,76,878
68,14,923
68,44,1002
68,40,1114
68,40,1140
68,76,1256
68,88,1335
68,88,1414
68,88,1426
28,68,772
28,10,779
28,41,782
28,41,793
28,10,798
28,41,801
28,68,803
28,68,812
28,11,821
28,11,837
28,37,842
28,44,845
28,41,852
28,38,857
28,82,865
28,88,873
28,89,879
28,82,882
28,89,886
28,25,927
28,88,1000
28,38,1020
28,38,1037
28,11,1054
28,8,1080
28,1,1102
28,23,1115
28,29,1126
28,49,1156
28,48,1200
28,49,1222
28,49,1334
41,68,785
41,28,794
41,28,802
41,10,824
41,66,846
41,28,853
41,28,860
41,38,1038
41,38,1053
41,89,1100
41,39,1126
41,21,1157
41,5,1296
41,11,1307
41,5,1374
